CpuName,CpuNumberOfCores,CpuNumberOfThreads,CpuBaseClock,CpuCacheL1,CpuCacheL2,CpuCacheL3,,CpuFrequency,,,,CpuTDP,,CpuTurboClock,GpuName,,GpuBandwidth,GpuBaseClock,GpuBoostClock,,,,,,,,GpuMemorySize,,,,GpuPixelRate,,GpuNumberOfROPs,GpuShaderModel,GpuNumberOfShadingUnits,GpuNumberOfTMUs,GpuTextureRate,,,GameName,,,FPS
b'AMD Ryzen 7 3700X',8,16,100,768,4096,32,,3600,,,,65,,4400,b'NVIDIA GeForce RTX 2070',,448000,1410,1620,,,,,,,,8000,,,,103700,,64,b'6.5',2304,144,233300,,,b'grandTheftAuto5',,,110.9
b'AMD Ryzen 5 3600X',6,12,100,576,3072,32,,3800,,,,95,,4400,b'NVIDIA GeForce RTX 2070',,448000,1410,1620,,,,,,,,8000,,,,103700,,64,b'6.5',2304,144,233300,,,b'grandTheftAuto5',,,110.4
b'AMD Ryzen 5 3600',6,12,100,576,3072,32,,3600,,,,65,,4200,b'NVIDIA GeForce RTX 2070',,448000,1410,1620,,,,,,,,8000,,,,103700,,64,b'6.5',2304,144,233300,,,b'grandTheftAuto5',,,107.2
b'AMD Ryzen 5 2600X',6,12,100,576,3072,16,,3600,,,,95,,4250,b'NVIDIA GeForce RTX 2070',,448000,1410,1620,,,,,,,,8000,,,,103700,,64,b'6.5',2304,144,233300,,,b'grandTheftAuto5',,,103.7
b'AMD Ryzen 5 1600X',6,12,100,576,3072,16,,3600,,,,95,,4000,b'NVIDIA GeForce RTX 2070',,448000,1410,1620,,,,,,,,8000,,,,103700,,64,b'6.5',2304,144,233300,,,b'grandTheftAuto5',,,97.3
b'AMD Ryzen 5 2600',6,12,100,576,3072,16,,3400,,,,65,,3900,b'NVIDIA GeForce RTX 2070',,448000,1410,1620,,,,,,,,8000,,,,103700,,64,b'6.5',2304,144,233300,,,b'grandTheftAuto5',,,96.3
b'AMD Ryzen 7 1700X',8,16,100,768,4096,16,,3400,,,,95,,3800,b'NVIDIA GeForce RTX 2070',,448000,1410,1620,,,,,,,,8000,,,,103700,,64,b'6.5',2304,144,233300,,,b'grandTheftAuto5',,,93.1
b'Intel Core i9-9900K',8,16,100,512,2048,16,,3600,,,,95,,5000,b'NVIDIA GeForce GTX 1080 11Gbps',,352300,1607,1733,,,,,,,,8000,,,,110900,,64,b'6.4',2560,160,277300,,,b'grandTheftAuto5',,,118.2
b'Intel Core i7-9700K',8,8,100,512,2048,12,,3600,,,,95,,4900,b'NVIDIA GeForce GTX 1080 11Gbps',,352300,1607,1733,,,,,,,,8000,,,,110900,,64,b'6.4',2560,160,277300,,,b'grandTheftAuto5',,,117.1
b'Intel Core i7-8700K',6,12,100,384,1536,12,,3700,,,,95,,4700,b'NVIDIA GeForce GTX 1080 11Gbps',,352300,1607,1733,,,,,,,,8000,,,,110900,,64,b'6.4',2560,160,277300,,,b'grandTheftAuto5',,,109.2
b'Intel Core i7-7700K',4,8,100,256,1024,8,,4200,,,,91,,4500,b'NVIDIA GeForce GTX 1080 11Gbps',,352300,1607,1733,,,,,,,,8000,,,,110900,,64,b'6.4',2560,160,277300,,,b'grandTheftAuto5',,,105.8
b'Intel Core i5-9400F',6,6,100,384,1536,9,,2900,,,,65,,4100,b'NVIDIA GeForce GTX 1080 11Gbps',,352300,1607,1733,,,,,,,,8000,,,,110900,,64,b'6.4',2560,160,277300,,,b'grandTheftAuto5',,,104.5
b'Intel Core i5-8600K',6,6,100,384,1536,9,,3600,,,,95,,4300,b'NVIDIA GeForce GTX 1080 11Gbps',,352300,1607,1733,,,,,,,,8000,,,,110900,,64,b'6.4',2560,160,277300,,,b'grandTheftAuto5',,,103.3
b'Intel Core i5-8400',6,6,100,384,1536,9,,2800,,,,65,,4000,b'NVIDIA GeForce GTX 1080 11Gbps',,352300,1607,1733,,,,,,,,8000,,,,110900,,64,b'6.4',2560,160,277300,,,b'grandTheftAuto5',,,101.1
b'Intel Core i5-7600K',4,4,100,256,1024,6,,3800,,,,91,,4200,b'NVIDIA GeForce GTX 1080 11Gbps',,352300,1607,1733,,,,,,,,8000,,,,110900,,64,b'6.4',2560,160,277300,,,b'grandTheftAuto5',,,100.7
b'Intel Core i5-7500',4,4,100,256,1024,6,,3400,,,,65,,3800,b'NVIDIA GeForce GTX 1080 11Gbps',,352300,1607,1733,,,,,,,,8000,,,,110900,,64,b'6.4',2560,160,277300,,,b'grandTheftAuto5',,,94.8
b'Intel Core i3-7100',2,4,100,128,512,3,,3900,,,,51,,3900,b'NVIDIA GeForce GTX 1080 11Gbps',,352300,1607,1733,,,,,,,,8000,,,,110900,,64,b'6.4',2560,160,277300,,,b'grandTheftAuto5',,,79
b'AMD Ryzen 9 3900X',12,24,100,1152,6144,64,,3800,,,,105,,4600,b'NVIDIA GeForce GTX 1080 11Gbps',,352300,1607,1733,,,,,,,,8000,,,,110900,,64,b'6.4',2560,160,277300,,,b'grandTheftAuto5',,,112.9
b'AMD Ryzen 7 3800X',8,16,100,768,4096,32,,3900,,,,105,,4500,b'NVIDIA GeForce GTX 1080 11Gbps',,352300,1607,1733,,,,,,,,8000,,,,110900,,64,b'6.4',2560,160,277300,,,b'grandTheftAuto5',,,111.9
b'AMD Ryzen 7 3700X',8,16,100,768,4096,32,,3600,,,,65,,4400,b'NVIDIA GeForce GTX 1080 11Gbps',,352300,1607,1733,,,,,,,,8000,,,,110900,,64,b'6.4',2560,160,277300,,,b'grandTheftAuto5',,,110.3
b'AMD Ryzen 5 3600X',6,12,100,576,3072,32,,3800,,,,95,,4400,b'NVIDIA GeForce GTX 1080 11Gbps',,352300,1607,1733,,,,,,,,8000,,,,110900,,64,b'6.4',2560,160,277300,,,b'grandTheftAuto5',,,109.8
b'AMD Ryzen 5 3600',6,12,100,576,3072,32,,3600,,,,65,,4200,b'NVIDIA GeForce GTX 1080 11Gbps',,352300,1607,1733,,,,,,,,8000,,,,110900,,64,b'6.4',2560,160,277300,,,b'grandTheftAuto5',,,106.6
b'AMD Ryzen 5 2600X',6,12,100,576,3072,16,,3600,,,,95,,4250,b'NVIDIA GeForce GTX 1080 11Gbps',,352300,1607,1733,,,,,,,,8000,,,,110900,,64,b'6.4',2560,160,277300,,,b'grandTheftAuto5',,,103.1
b'AMD Ryzen 5 1600X',6,12,100,576,3072,16,,3600,,,,95,,4000,b'NVIDIA GeForce GTX 1080 11Gbps',,352300,1607,1733,,,,,,,,8000,,,,110900,,64,b'6.4',2560,160,277300,,,b'grandTheftAuto5',,,96.9
b'AMD Ryzen 5 2600',6,12,100,576,3072,16,,3400,,,,65,,3900,b'NVIDIA GeForce GTX 1080 11Gbps',,352300,1607,1733,,,,,,,,8000,,,,110900,,64,b'6.4',2560,160,277300,,,b'grandTheftAuto5',,,95.8
b'AMD Ryzen 7 1700X',8,16,100,768,4096,16,,3400,,,,95,,3800,b'NVIDIA GeForce GTX 1080 11Gbps',,352300,1607,1733,,,,,,,,8000,,,,110900,,64,b'6.4',2560,160,277300,,,b'grandTheftAuto5',,,92.8
b'Intel Core i9-9900K',8,16,100,512,2048,16,,3600,,,,95,,5000,b'NVIDIA GeForce RTX 2060 SUPER',,448000,1470,1650,,,,,,,,8000,,,,105600,,64,b'6.5',2176,136,224400,,,b'grandTheftAuto5',,,116
b'Intel Core i7-9700K',8,8,100,512,2048,12,,3600,,,,95,,4900,b'NVIDIA GeForce RTX 2060 SUPER',,448000,1470,1650,,,,,,,,8000,,,,105600,,64,b'6.5',2176,136,224400,,,b'grandTheftAuto5',,,115
b'Intel Core i7-8700K',6,12,100,384,1536,12,,3700,,,,95,,4700,b'NVIDIA GeForce RTX 2060 SUPER',,448000,1470,1650,,,,,,,,8000,,,,105600,,64,b'6.5',2176,136,224400,,,b'grandTheftAuto5',,,106.3
b'Intel Core i7-7700K',4,8,100,256,1024,8,,4200,,,,91,,4500,b'NVIDIA GeForce RTX 2060 SUPER',,448000,1470,1650,,,,,,,,8000,,,,105600,,64,b'6.5',2176,136,224400,,,b'grandTheftAuto5',,,103.2
b'Intel Core i5-9400F',6,6,100,384,1536,9,,2900,,,,65,,4100,b'NVIDIA GeForce RTX 2060 SUPER',,448000,1470,1650,,,,,,,,8000,,,,105600,,64,b'6.5',2176,136,224400,,,b'grandTheftAuto5',,,102.6
b'Intel Core i5-8600K',6,6,100,384,1536,9,,3600,,,,95,,4300,b'NVIDIA GeForce RTX 2060 SUPER',,448000,1470,1650,,,,,,,,8000,,,,105600,,64,b'6.5',2176,136,224400,,,b'grandTheftAuto5',,,101.2
b'Intel Core i5-8400',6,6,100,384,1536,9,,2800,,,,65,,4000,b'NVIDIA GeForce RTX 2060 SUPER',,448000,1470,1650,,,,,,,,8000,,,,105600,,64,b'6.5',2176,136,224400,,,b'grandTheftAuto5',,,99.2
b'Intel Core i5-7600K',4,4,100,256,1024,6,,3800,,,,91,,4200,b'NVIDIA GeForce RTX 2060 SUPER',,448000,1470,1650,,,,,,,,8000,,,,105600,,64,b'6.5',2176,136,224400,,,b'grandTheftAuto5',,,98.2
b'Intel Core i5-7500',4,4,100,256,1024,6,,3400,,,,65,,3800,b'NVIDIA GeForce RTX 2060 SUPER',,448000,1470,1650,,,,,,,,8000,,,,105600,,64,b'6.5',2176,136,224400,,,b'grandTheftAuto5',,,93
b'Intel Core i3-7100',2,4,100,128,512,3,,3900,,,,51,,3900,b'NVIDIA GeForce RTX 2060 SUPER',,448000,1470,1650,,,,,,,,8000,,,,105600,,64,b'6.5',2176,136,224400,,,b'grandTheftAuto5',,,77.5
b'AMD Ryzen 9 3900X',12,24,100,1152,6144,64,,3800,,,,105,,4600,b'NVIDIA GeForce RTX 2060 SUPER',,448000,1470,1650,,,,,,,,8000,,,,105600,,64,b'6.5',2176,136,224400,,,b'grandTheftAuto5',,,110.9
b'AMD Ryzen 7 3800X',8,16,100,768,4096,32,,3900,,,,105,,4500,b'NVIDIA GeForce RTX 2060 SUPER',,448000,1470,1650,,,,,,,,8000,,,,105600,,64,b'6.5',2176,136,224400,,,b'grandTheftAuto5',,,109.9
b'AMD Ryzen 7 3700X',8,16,100,768,4096,32,,3600,,,,65,,4400,b'NVIDIA GeForce RTX 2060 SUPER',,448000,1470,1650,,,,,,,,8000,,,,105600,,64,b'6.5',2176,136,224400,,,b'grandTheftAuto5',,,108.2
b'AMD Ryzen 5 3600X',6,12,100,576,3072,32,,3800,,,,95,,4400,b'NVIDIA GeForce RTX 2060 SUPER',,448000,1470,1650,,,,,,,,8000,,,,105600,,64,b'6.5',2176,136,224400,,,b'grandTheftAuto5',,,107.7
b'AMD Ryzen 5 3600',6,12,100,576,3072,32,,3600,,,,65,,4200,b'NVIDIA GeForce RTX 2060 SUPER',,448000,1470,1650,,,,,,,,8000,,,,105600,,64,b'6.5',2176,136,224400,,,b'grandTheftAuto5',,,104.6
b'AMD Ryzen 5 2600X',6,12,100,576,3072,16,,3600,,,,95,,4250,b'NVIDIA GeForce RTX 2060 SUPER',,448000,1470,1650,,,,,,,,8000,,,,105600,,64,b'6.5',2176,136,224400,,,b'grandTheftAuto5',,,101.2
b'AMD Ryzen 5 1600X',6,12,100,576,3072,16,,3600,,,,95,,4000,b'NVIDIA GeForce RTX 2060 SUPER',,448000,1470,1650,,,,,,,,8000,,,,105600,,64,b'6.5',2176,136,224400,,,b'grandTheftAuto5',,,95
b'AMD Ryzen 5 2600',6,12,100,576,3072,16,,3400,,,,65,,3900,b'NVIDIA GeForce RTX 2060 SUPER',,448000,1470,1650,,,,,,,,8000,,,,105600,,64,b'6.5',2176,136,224400,,,b'grandTheftAuto5',,,94
b'AMD Ryzen 7 1700X',8,16,100,768,4096,16,,3400,,,,95,,3800,b'NVIDIA GeForce RTX 2060 SUPER',,448000,1470,1650,,,,,,,,8000,,,,105600,,64,b'6.5',2176,136,224400,,,b'grandTheftAuto5',,,90.8
b'Intel Core i9-9900K',8,16,100,512,2048,16,,3600,,,,95,,5000,b'NVIDIA GeForce RTX 2060',,336000,1365,1680,,,,,,,,6000,,,,80640,,48,b'6.5',1920,120,201600,,,b'grandTheftAuto5',,,113.7
b'Intel Core i7-9700K',8,8,100,512,2048,12,,3600,,,,95,,4900,b'NVIDIA GeForce RTX 2060',,336000,1365,1680,,,,,,,,6000,,,,80640,,48,b'6.5',1920,120,201600,,,b'grandTheftAuto5',,,112.7
b'Intel Core i7-8700K',6,12,100,384,1536,12,,3700,,,,95,,4700,b'NVIDIA GeForce RTX 2060',,336000,1365,1680,,,,,,,,6000,,,,80640,,48,b'6.5',1920,120,201600,,,b'grandTheftAuto5',,,104.3
b'Intel Core i7-7700K',4,8,100,256,1024,8,,4200,,,,91,,4500,b'NVIDIA GeForce RTX 2060',,336000,1365,1680,,,,,,,,6000,,,,80640,,48,b'6.5',1920,120,201600,,,b'grandTheftAuto5',,,101.2
b'Intel Core i5-9400F',6,6,100,384,1536,9,,2900,,,,65,,4100,b'NVIDIA GeForce RTX 2060',,336000,1365,1680,,,,,,,,6000,,,,80640,,48,b'6.5',1920,120,201600,,,b'grandTheftAuto5',,,100.6
b'Intel Core i5-8600K',6,6,100,384,1536,9,,3600,,,,95,,4300,b'NVIDIA GeForce RTX 2060',,336000,1365,1680,,,,,,,,6000,,,,80640,,48,b'6.5',1920,120,201600,,,b'grandTheftAuto5',,,99.2
b'Intel Core i5-8400',6,6,100,384,1536,9,,2800,,,,65,,4000,b'NVIDIA GeForce RTX 2060',,336000,1365,1680,,,,,,,,6000,,,,80640,,48,b'6.5',1920,120,201600,,,b'grandTheftAuto5',,,97.1
b'Intel Core i5-7600K',4,4,100,256,1024,6,,3800,,,,91,,4200,b'NVIDIA GeForce RTX 2060',,336000,1365,1680,,,,,,,,6000,,,,80640,,48,b'6.5',1920,120,201600,,,b'grandTheftAuto5',,,96.2
b'Intel Core i5-7500',4,4,100,256,1024,6,,3400,,,,65,,3800,b'NVIDIA GeForce RTX 2060',,336000,1365,1680,,,,,,,,6000,,,,80640,,48,b'6.5',1920,120,201600,,,b'grandTheftAuto5',,,91.1
b'Intel Core i3-7100',2,4,100,128,512,3,,3900,,,,51,,3900,b'NVIDIA GeForce RTX 2060',,336000,1365,1680,,,,,,,,6000,,,,80640,,48,b'6.5',1920,120,201600,,,b'grandTheftAuto5',,,75.9
b'AMD Ryzen 9 3900X',12,24,100,1152,6144,64,,3800,,,,105,,4600,b'NVIDIA GeForce RTX 2060',,336000,1365,1680,,,,,,,,6000,,,,80640,,48,b'6.5',1920,120,201600,,,b'grandTheftAuto5',,,108.8
b'AMD Ryzen 7 3800X',8,16,100,768,4096,32,,3900,,,,105,,4500,b'NVIDIA GeForce RTX 2060',,336000,1365,1680,,,,,,,,6000,,,,80640,,48,b'6.5',1920,120,201600,,,b'grandTheftAuto5',,,107.7
b'AMD Ryzen 7 3700X',8,16,100,768,4096,32,,3600,,,,65,,4400,b'NVIDIA GeForce RTX 2060',,336000,1365,1680,,,,,,,,6000,,,,80640,,48,b'6.5',1920,120,201600,,,b'grandTheftAuto5',,,106.2
b'AMD Ryzen 5 3600X',6,12,100,576,3072,32,,3800,,,,95,,4400,b'NVIDIA GeForce RTX 2060',,336000,1365,1680,,,,,,,,6000,,,,80640,,48,b'6.5',1920,120,201600,,,b'grandTheftAuto5',,,105.7
b'AMD Ryzen 5 3600',6,12,100,576,3072,32,,3600,,,,65,,4200,b'NVIDIA GeForce RTX 2060',,336000,1365,1680,,,,,,,,6000,,,,80640,,48,b'6.5',1920,120,201600,,,b'grandTheftAuto5',,,102.6
b'AMD Ryzen 5 2600X',6,12,100,576,3072,16,,3600,,,,95,,4250,b'NVIDIA GeForce RTX 2060',,336000,1365,1680,,,,,,,,6000,,,,80640,,48,b'6.5',1920,120,201600,,,b'grandTheftAuto5',,,99.2
b'AMD Ryzen 5 1600X',6,12,100,576,3072,16,,3600,,,,95,,4000,b'NVIDIA GeForce RTX 2060',,336000,1365,1680,,,,,,,,6000,,,,80640,,48,b'6.5',1920,120,201600,,,b'grandTheftAuto5',,,93.2
b'AMD Ryzen 5 2600',6,12,100,576,3072,16,,3400,,,,65,,3900,b'NVIDIA GeForce RTX 2060',,336000,1365,1680,,,,,,,,6000,,,,80640,,48,b'6.5',1920,120,201600,,,b'grandTheftAuto5',,,92.1
b'AMD Ryzen 7 1700X',8,16,100,768,4096,16,,3400,,,,95,,3800,b'NVIDIA GeForce RTX 2060',,336000,1365,1680,,,,,,,,6000,,,,80640,,48,b'6.5',1920,120,201600,,,b'grandTheftAuto5',,,89.1
b'Intel Core i9-9900K',8,16,100,512,2048,16,,3600,,,,95,,5000,b'NVIDIA GeForce GTX 1070 Ti',,256300,1607,1683,,,,,,,,8000,,,,107700,,64,b'6.4',2432,152,255800,,,b'grandTheftAuto5',,,112.2
b'Intel Core i7-9700K',8,8,100,512,2048,12,,3600,,,,95,,4900,b'NVIDIA GeForce GTX 1070 Ti',,256300,1607,1683,,,,,,,,8000,,,,107700,,64,b'6.4',2432,152,255800,,,b'grandTheftAuto5',,,111.2
b'Intel Core i7-8700K',6,12,100,384,1536,12,,3700,,,,95,,4700,b'NVIDIA GeForce GTX 1070 Ti',,256300,1607,1683,,,,,,,,8000,,,,107700,,64,b'6.4',2432,152,255800,,,b'grandTheftAuto5',,,103.3
b'Intel Core i7-7700K',4,8,100,256,1024,8,,4200,,,,91,,4500,b'NVIDIA GeForce GTX 1070 Ti',,256300,1607,1683,,,,,,,,8000,,,,107700,,64,b'6.4',2432,152,255800,,,b'grandTheftAuto5',,,100.7
b'Intel Core i5-9400F',6,6,100,384,1536,9,,2900,,,,65,,4100,b'NVIDIA GeForce GTX 1070 Ti',,256300,1607,1683,,,,,,,,8000,,,,107700,,64,b'6.4',2432,152,255800,,,b'grandTheftAuto5',,,99.2
b'Intel Core i5-8600K',6,6,100,384,1536,9,,3600,,,,95,,4300,b'NVIDIA GeForce GTX 1070 Ti',,256300,1607,1683,,,,,,,,8000,,,,107700,,64,b'6.4',2432,152,255800,,,b'grandTheftAuto5',,,98
b'Intel Core i5-8400',6,6,100,384,1536,9,,2800,,,,65,,4000,b'NVIDIA GeForce GTX 1070 Ti',,256300,1607,1683,,,,,,,,8000,,,,107700,,64,b'6.4',2432,152,255800,,,b'grandTheftAuto5',,,96
b'Intel Core i5-7600K',4,4,100,256,1024,6,,3800,,,,91,,4200,b'NVIDIA GeForce GTX 1070 Ti',,256300,1607,1683,,,,,,,,8000,,,,107700,,64,b'6.4',2432,152,255800,,,b'grandTheftAuto5',,,95.5
b'Intel Core i5-7500',4,4,100,256,1024,6,,3400,,,,65,,3800,b'NVIDIA GeForce GTX 1070 Ti',,256300,1607,1683,,,,,,,,8000,,,,107700,,64,b'6.4',2432,152,255800,,,b'grandTheftAuto5',,,90.4
b'Intel Core i3-7100',2,4,100,128,512,3,,3900,,,,51,,3900,b'NVIDIA GeForce GTX 1070 Ti',,256300,1607,1683,,,,,,,,8000,,,,107700,,64,b'6.4',2432,152,255800,,,b'grandTheftAuto5',,,75.5
b'AMD Ryzen 9 3900X',12,24,100,1152,6144,64,,3800,,,,105,,4600,b'NVIDIA GeForce GTX 1070 Ti',,256300,1607,1683,,,,,,,,8000,,,,107700,,64,b'6.4',2432,152,255800,,,b'grandTheftAuto5',,,107.2
b'AMD Ryzen 7 3800X',8,16,100,768,4096,32,,3900,,,,105,,4500,b'NVIDIA GeForce GTX 1070 Ti',,256300,1607,1683,,,,,,,,8000,,,,107700,,64,b'6.4',2432,152,255800,,,b'grandTheftAuto5',,,106.2
b'AMD Ryzen 7 3700X',8,16,100,768,4096,32,,3600,,,,65,,4400,b'NVIDIA GeForce GTX 1070 Ti',,256300,1607,1683,,,,,,,,8000,,,,107700,,64,b'6.4',2432,152,255800,,,b'grandTheftAuto5',,,104.7
b'AMD Ryzen 5 3600X',6,12,100,576,3072,32,,3800,,,,95,,4400,b'NVIDIA GeForce GTX 1070 Ti',,256300,1607,1683,,,,,,,,8000,,,,107700,,64,b'6.4',2432,152,255800,,,b'grandTheftAuto5',,,104.2
b'AMD Ryzen 5 3600',6,12,100,576,3072,32,,3600,,,,65,,4200,b'NVIDIA GeForce GTX 1070 Ti',,256300,1607,1683,,,,,,,,8000,,,,107700,,64,b'6.4',2432,152,255800,,,b'grandTheftAuto5',,,101.1
b'AMD Ryzen 5 2600X',6,12,100,576,3072,16,,3600,,,,95,,4250,b'NVIDIA GeForce GTX 1070 Ti',,256300,1607,1683,,,,,,,,8000,,,,107700,,64,b'6.4',2432,152,255800,,,b'grandTheftAuto5',,,97.8
b'AMD Ryzen 5 1600X',6,12,100,576,3072,16,,3600,,,,95,,4000,b'NVIDIA GeForce GTX 1070 Ti',,256300,1607,1683,,,,,,,,8000,,,,107700,,64,b'6.4',2432,152,255800,,,b'grandTheftAuto5',,,92.2
b'AMD Ryzen 5 2600',6,12,100,576,3072,16,,3400,,,,65,,3900,b'NVIDIA GeForce GTX 1070 Ti',,256300,1607,1683,,,,,,,,8000,,,,107700,,64,b'6.4',2432,152,255800,,,b'grandTheftAuto5',,,90.8
b'AMD Ryzen 7 1700X',8,16,100,768,4096,16,,3400,,,,95,,3800,b'NVIDIA GeForce GTX 1070 Ti',,256300,1607,1683,,,,,,,,8000,,,,107700,,64,b'6.4',2432,152,255800,,,b'grandTheftAuto5',,,88.4
b'Intel Core i9-9900K',8,16,100,512,2048,16,,3600,,,,95,,5000,b'NVIDIA GeForce GTX 1070 GDDR5X',,256300,1506,1683,,,,,,,,8000,,,,107700,,64,b'6.4',1920,120,202000,,,b'grandTheftAuto5',,,106.3
b'Intel Core i7-9700K',8,8,100,512,2048,12,,3600,,,,95,,4900,b'NVIDIA GeForce GTX 1070 GDDR5X',,256300,1506,1683,,,,,,,,8000,,,,107700,,64,b'6.4',1920,120,202000,,,b'grandTheftAuto5',,,105.4
b'Intel Core i7-8700K',6,12,100,384,1536,12,,3700,,,,95,,4700,b'NVIDIA GeForce GTX 1070 GDDR5X',,256300,1506,1683,,,,,,,,8000,,,,107700,,64,b'6.4',1920,120,202000,,,b'grandTheftAuto5',,,97.5
b'Intel Core i7-7700K',4,8,100,256,1024,8,,4200,,,,91,,4500,b'NVIDIA GeForce GTX 1070 GDDR5X',,256300,1506,1683,,,,,,,,8000,,,,107700,,64,b'6.4',1920,120,202000,,,b'grandTheftAuto5',,,94.8
b'Intel Core i5-9400F',6,6,100,384,1536,9,,2900,,,,65,,4100,b'NVIDIA GeForce GTX 1070 GDDR5X',,256300,1506,1683,,,,,,,,8000,,,,107700,,64,b'6.4',1920,120,202000,,,b'grandTheftAuto5',,,94
b'Intel Core i5-8600K',6,6,100,384,1536,9,,3600,,,,95,,4300,b'NVIDIA GeForce GTX 1070 GDDR5X',,256300,1506,1683,,,,,,,,8000,,,,107700,,64,b'6.4',1920,120,202000,,,b'grandTheftAuto5',,,92.8
b'Intel Core i5-8400',6,6,100,384,1536,9,,2800,,,,65,,4000,b'NVIDIA GeForce GTX 1070 GDDR5X',,256300,1506,1683,,,,,,,,8000,,,,107700,,64,b'6.4',1920,120,202000,,,b'grandTheftAuto5',,,91.5
b'Intel Core i5-7600K',4,4,100,256,1024,6,,3800,,,,91,,4200,b'NVIDIA GeForce GTX 1070 GDDR5X',,256300,1506,1683,,,,,,,,8000,,,,107700,,64,b'6.4',1920,120,202000,,,b'grandTheftAuto5',,,90.2
b'Intel Core i5-7500',4,4,100,256,1024,6,,3400,,,,65,,3800,b'NVIDIA GeForce GTX 1070 GDDR5X',,256300,1506,1683,,,,,,,,8000,,,,107700,,64,b'6.4',1920,120,202000,,,b'grandTheftAuto5',,,85.6
b'Intel Core i3-7100',2,4,100,128,512,3,,3900,,,,51,,3900,b'NVIDIA GeForce GTX 1070 GDDR5X',,256300,1506,1683,,,,,,,,8000,,,,107700,,64,b'6.4',1920,120,202000,,,b'grandTheftAuto5',,,71.5
b'AMD Ryzen 9 3900X',12,24,100,1152,6144,64,,3800,,,,105,,4600,b'NVIDIA GeForce GTX 1070 GDDR5X',,256300,1506,1683,,,,,,,,8000,,,,107700,,64,b'6.4',1920,120,202000,,,b'grandTheftAuto5',,,101.6
b'AMD Ryzen 7 3800X',8,16,100,768,4096,32,,3900,,,,105,,4500,b'NVIDIA GeForce GTX 1070 GDDR5X',,256300,1506,1683,,,,,,,,8000,,,,107700,,64,b'6.4',1920,120,202000,,,b'grandTheftAuto5',,,100.6
b'AMD Ryzen 7 3700X',8,16,100,768,4096,32,,3600,,,,65,,4400,b'NVIDIA GeForce GTX 1070 GDDR5X',,256300,1506,1683,,,,,,,,8000,,,,107700,,64,b'6.4',1920,120,202000,,,b'grandTheftAuto5',,,99.2
b'AMD Ryzen 5 3600X',6,12,100,576,3072,32,,3800,,,,95,,4400,b'NVIDIA GeForce GTX 1070 GDDR5X',,256300,1506,1683,,,,,,,,8000,,,,107700,,64,b'6.4',1920,120,202000,,,b'grandTheftAuto5',,,98.7
b'AMD Ryzen 5 3600',6,12,100,576,3072,32,,3600,,,,65,,4200,b'NVIDIA GeForce GTX 1070 GDDR5X',,256300,1506,1683,,,,,,,,8000,,,,107700,,64,b'6.4',1920,120,202000,,,b'grandTheftAuto5',,,95.9
b'AMD Ryzen 5 2600X',6,12,100,576,3072,16,,3600,,,,95,,4250,b'NVIDIA GeForce GTX 1070 GDDR5X',,256300,1506,1683,,,,,,,,8000,,,,107700,,64,b'6.4',1920,120,202000,,,b'grandTheftAuto5',,,92.7
b'AMD Ryzen 5 1600X',6,12,100,576,3072,16,,3600,,,,95,,4000,b'NVIDIA GeForce GTX 1070 GDDR5X',,256300,1506,1683,,,,,,,,8000,,,,107700,,64,b'6.4',1920,120,202000,,,b'grandTheftAuto5',,,87.5
b'AMD Ryzen 5 2600',6,12,100,576,3072,16,,3400,,,,65,,3900,b'NVIDIA GeForce GTX 1070 GDDR5X',,256300,1506,1683,,,,,,,,8000,,,,107700,,64,b'6.4',1920,120,202000,,,b'grandTheftAuto5',,,86
b'AMD Ryzen 7 1700X',8,16,100,768,4096,16,,3400,,,,95,,3800,b'NVIDIA GeForce GTX 1070 GDDR5X',,256300,1506,1683,,,,,,,,8000,,,,107700,,64,b'6.4',1920,120,202000,,,b'grandTheftAuto5',,,83.6
b'Intel Core i9-9900K',8,16,100,512,2048,16,,3600,,,,95,,5000,b'NVIDIA GeForce GTX 1660 Ti',,288000,1500,1770,,,,,,,,6000,,,,84960,,48,b'6.5',1536,96,169900,,,b'grandTheftAuto5',,,106.3
b'Intel Core i7-9700K',8,8,100,512,2048,12,,3600,,,,95,,4900,b'NVIDIA GeForce GTX 1660 Ti',,288000,1500,1770,,,,,,,,6000,,,,84960,,48,b'6.5',1536,96,169900,,,b'grandTheftAuto5',,,105.4
b'Intel Core i7-8700K',6,12,100,384,1536,12,,3700,,,,95,,4700,b'NVIDIA GeForce GTX 1660 Ti',,288000,1500,1770,,,,,,,,6000,,,,84960,,48,b'6.5',1536,96,169900,,,b'grandTheftAuto5',,,97.5
b'Intel Core i7-7700K',4,8,100,256,1024,8,,4200,,,,91,,4500,b'NVIDIA GeForce GTX 1660 Ti',,288000,1500,1770,,,,,,,,6000,,,,84960,,48,b'6.5',1536,96,169900,,,b'grandTheftAuto5',,,94.6
b'Intel Core i5-9400F',6,6,100,384,1536,9,,2900,,,,65,,4100,b'NVIDIA GeForce GTX 1660 Ti',,288000,1500,1770,,,,,,,,6000,,,,84960,,48,b'6.5',1536,96,169900,,,b'grandTheftAuto5',,,94
b'Intel Core i5-8600K',6,6,100,384,1536,9,,3600,,,,95,,4300,b'NVIDIA GeForce GTX 1660 Ti',,288000,1500,1770,,,,,,,,6000,,,,84960,,48,b'6.5',1536,96,169900,,,b'grandTheftAuto5',,,92.7
